num,Informatiksicherheit,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat
""".....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
217682,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
41271,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
23.7,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
4.1,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
235135,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Wert
42949,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
25.7,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
4.3,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
202427,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Wert
40038,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
21.5,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
4,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
161869,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Wert
35388,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
15.3,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
3.2,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
282963,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
45539,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
38.7,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
5.3,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
224446,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Wert
41743,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
40.4,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
6.3,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
164645,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Wert
36406,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
40.3,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
7.3,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
149700,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Wert
33835,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
36.1,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
6.9,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2019,Anzahl Personen,Wert
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2019,Anzahl Personen,Konfidenzintervall +/-
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2017,Anzahl Personen,Wert
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2017,Anzahl Personen,Konfidenzintervall +/-
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2014,Anzahl Personen,Wert
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2014,Anzahl Personen,Konfidenzintervall +/-
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
1307898,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Wert
85334,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
37.5,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
2.4,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
1445964,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2019,Anzahl Personen,Wert
90496,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2019,Anzahl Personen,Konfidenzintervall +/-
42.1,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2019,Anteil (in % der Gesamtbevölkerung),Wert
2.6,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
1213213,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2017,Anzahl Personen,Wert
86737,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2017,Anzahl Personen,Konfidenzintervall +/-
35.8,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2017,Anteil (in % der Gesamtbevölkerung),Wert
2.6,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
1379432,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2014,Anzahl Personen,Wert
92811,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2014,Anzahl Personen,Konfidenzintervall +/-
40.6,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2014,Anteil (in % der Gesamtbevölkerung),Wert
2.7,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Bildungsstand - Total,2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
71275,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
25876,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
18.5,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
6.1,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
160524,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anzahl Personen,Wert
40247,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
33.3,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
7,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
117684,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Wert
33569,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
22,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
5.7,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Wert
""".....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
""".....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
350698,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
53537,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
32.3,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
4.3,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
431360,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Wert
61100,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
37.4,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
4.5,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
386352,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Wert
56424,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
31.2,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
4.1,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
441680,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Wert
64351,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
34.1,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
4.3,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
722860,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
70458,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
45.1,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
3.7,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
703760,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Wert
73251,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
50.4,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
4.2,Erstellen von Sicherheitskopien (mindestens einmal pro Monat),Mann,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
