num,Internetzugang,Sprachgebiet,Haushaltsgrösse,Subjektive finanzielle Situation des Haushalts,Jahr,Absolut / relativ,Resultat
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,3-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2021,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2021,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2019,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2019,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2019,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
165504,Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2017,Anzahl Haushalte,Wert
23636,Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2017,Anzahl Haushalte,Konfidenzintervall +/-
97.9,Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2017,Anteil (in % aller Haushalte),Wert
1.8,Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
163668,Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2014,Anzahl Haushalte,Wert
23616,Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2014,Anzahl Haushalte,Konfidenzintervall +/-
98,Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2014,Anteil (in % aller Haushalte),Wert
2.1,Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation  - Total,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr einfach,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher einfach,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation eher schwierig,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2017,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Französische Schweiz,4+-Personenhaushalt,Finanzielle Situation sehr schwierig,2014,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2021,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2021,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2021,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2021,Anteil (in % aller Haushalte),Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2019,Anzahl Haushalte,Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2019,Anzahl Haushalte,Konfidenzintervall +/-
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2019,Anteil (in % aller Haushalte),Wert
"""...""",Haushalte mit Breitbandanschluss (bis 2017),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2019,Anteil (in % aller Haushalte),Konfidenzintervall +/-
123353,Haushalte mit Breitbandanschluss (bis 2017),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2017,Anzahl Haushalte,Wert
9860,Haushalte mit Breitbandanschluss (bis 2017),Italienische Schweiz,Haushaltsgrösse - Total,Finanzielle Situation  - Total,2017,Anzahl Haushalte,Konfidenzintervall +/-
