num,E-commerce: gekaufte Produkte,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat
19.4," Online-Kauf von physischen Gütern: Möbel, Haushaltsartikel (Teppiche, Vorhänge) oder Gartenartikel (Werkzeuge, Pflanzen)",Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
6.6," Online-Kauf von physischen Gütern: Möbel, Haushaltsartikel (Teppiche, Vorhänge) oder Gartenartikel (Werkzeuge, Pflanzen)",Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...."""," Online-Kauf von physischen Gütern: Möbel, Haushaltsartikel (Teppiche, Vorhänge) oder Gartenartikel (Werkzeuge, Pflanzen)",Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...."""," Online-Kauf von physischen Gütern: Möbel, Haushaltsartikel (Teppiche, Vorhänge) oder Gartenartikel (Werkzeuge, Pflanzen)",Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...."""," Online-Kauf von physischen Gütern: Möbel, Haushaltsartikel (Teppiche, Vorhänge) oder Gartenartikel (Werkzeuge, Pflanzen)",Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...."""," Online-Kauf von physischen Gütern: Möbel, Haushaltsartikel (Teppiche, Vorhänge) oder Gartenartikel (Werkzeuge, Pflanzen)",Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
337312," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Wert
53196," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
4.8," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
0.8," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
111131," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
31686," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
4.6," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
1.3," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
167724," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
38073," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
5.8," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
1.3," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
44708," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Wert
18495," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
5.4," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
2.2," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
63076," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
23384," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
4.7," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
1.8," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
44708," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
18495," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
5.4," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
2.2," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
206365," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
42228," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
5.6," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
1.1," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
74200," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
26153," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
5.9," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
2," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
118417," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
32036," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
6.2," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
1.7," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
67870," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Wert
22900," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
3.4," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
1.1," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
200948," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Wert
40873," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
5.8," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
1.2," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von physischen Gütern: Musik auf einem Datenträger (CD, Vinyl Platten usw.)",Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
